Country,City,Restaurant Name,Type of Cuisine,Meals Served,Recommended Dish,Meal Description,Avg Price per Person (USD),Budget Range,Suitability
Kuwait,Mubarak Al-Kabeer,Sea Breeze,Kuwaiti,Dinner,Grilled Zubaidi,Pomfret fish with spices,30,Average,Couples
Kuwait,Mubarak Al-Kabeer,Street Bread Cart,Street Food,Breakfast,Khubz with Za’atar,Flatbread with thyme topping,4,Low,Solo
Kuwait,Qurain,Al Naseem Café,Kuwaiti,"Breakfast, Lunch",Gers Ogaily,Spiced cake with cardamom,10,Low,Family-friendly
Kuwait,Qurain,Al Safir Qurain,Kuwaiti,Dinner,Grilled Hammour,Hammour fish with spices,25,Average,Couples
Kuwait,Qurain,Al Wadi,Kuwaiti,Dinner,Machboos,Spiced rice with lamb,20,Average,Friends
Kuwait,Qurain,Mat’am Qurain,Kuwaiti,"Lunch, Dinner",Murabyan,Shrimp with rice and spices,18,Average,Family-friendly
Kuwait,Qurain,Street Shawarma,Street Food,Lunch,Shawarma,Grilled chicken with tahini,6,Low,Solo
Kuwait,Rumaithiya,Al Khayam,Kuwaiti,Dinner,Machboos Laham,Lamb with spiced rice,20,Average,Friends
Kuwait,Rumaithiya,Al Mirqab,Kuwaiti,Dinner,Grilled Hammour,Hammour with spices,25,Average,Couples
Kuwait,Rumaithiya,Al Safa Café,Kuwaiti,"Breakfast, Lunch",Gers Ogaily,Spiced cake with saffron,10,Low,Family-friendly
Kuwait,Rumaithiya,Mat’am Rumaithiya,Kuwaiti,"Lunch, Dinner",Tashreeb Dajaj,Chicken stew with bread,15,Average,Family-friendly
Kuwait,Rumaithiya,Street Shawarma Cart,Street Food,Lunch,Shawarma,Grilled chicken with garlic,6,Low,Solo
Kuwait,Sabah Al-Salem,Al Marina,Kuwaiti,Dinner,Grilled Hammour,Fresh hammour with spices,25,Average,Couples
Kuwait,Sabah Al-Salem,Al Nuzha,Kuwaiti,Dinner,Machboos,Spiced rice with lamb,20,Average,Friends
Kuwait,Sabah Al-Salem,Al Qahwa,Kuwaiti,"Breakfast, Lunch",Gers Ogaily,Spiced cake with saffron,10,Low,Family-friendly
Kuwait,Sabah Al-Salem,Mat’am Sabah,Kuwaiti,"Lunch, Dinner",Tashreeb Laham,Lamb stew with bread,15,Average,Family-friendly
Kuwait,Sabah Al-Salem,Street Shawarma Stand,Street Food,Lunch,Shawarma,Grilled chicken with garlic sauce,6,Low,Solo
Kuwait,Salmiya,Al Bait Al Kuwaiti,Kuwaiti,"B,L,D",Murabyan,Spiced rice with shrimp and fish,22,Average,Family-friendly
Kuwait,Salmiya,Al Kout Fish Market,Kuwaiti Seafood,"L,D",Grilled Hammour,Fresh hammour fish with lemon and spices,25,Average,Family-friendly
Kuwait,Salmiya,Al Mubarakiya,Kuwaiti,Dinner,Machboos Dajaj,Spiced rice with chicken and nuts,15,Average,Friends
Kuwait,Salmiya,Assaha Village,Kuwaiti,"Breakfast, Lunch",Gers Ogaily,Spiced cake with cardamom and saffron,10,Low,Family-friendly
Kuwait,Salmiya,Bab Al Yemen,Kuwaiti-Yemeni,"Lunch, Dinner",Mandi,Slow-cooked lamb with fragrant rice,20,Average,Family-friendly
Kuwait,Salmiya,Bread & Salt,Kuwaiti,"B,L",Gers Ogaily,Spiced cake with cardamom,6,Low,Solo
Kuwait,Salmiya,Darbar,Kuwaiti Street Food,"B,L",Balaleet,Sweet vermicelli with saffron and eggs,5,Low,Solo
Kuwait,Salmiya,Fish Market,Kuwaiti Seafood,"L,D",Zubaidi Fry,Fried pomfret with spices,30,Average,Family-friendly
Kuwait,Salmiya,Fish Market,Kuwaiti Seafood,"L,D",Zubaidi Mashwi,Grilled pomfret with spices,25,Average,Couples
Kuwait,Salmiya,Fish Market,Kuwaiti,Dinner,Grilled Hammour,Fresh hammour with chili paste,25,Average,Couples
Kuwait,Salmiya,Mugal Mahal,Kuwaiti-Indian,"L,D",Biryani,Spiced rice with meat and saffron,20,Average,Couples
Kuwait,Salmiya,Street Shawarma Stall,Street Food,Lunch,Shawarma,Grilled chicken in pita with garlic sauce,6,Low,Solo
Kuwait,Salwa,Al Firdous,Kuwaiti,Dinner,Machboos Dajaj,Chicken with spiced rice,15,Average,Friends
Kuwait,Salwa,Al Naseem,Kuwaiti,"Breakfast, Lunch",Gers Ogaily,Spiced cake with cardamom,8,Low,Family-friendly
Kuwait,Salwa,Al Rayan,Kuwaiti,Dinner,Grilled Hammour,Hammour fish with spices,25,Average,Couples
Kuwait,Salwa,Mat’am Salwa,Kuwaiti,"Lunch, Dinner",Murabyan,Shrimp with rice and spices,18,Average,Family-friendly
Kuwait,Salwa,Street Shawarma,Street Food,Lunch,Shawarma,Grilled chicken with tahini,6,Low,Solo
Kuwait,Sharq,Al Hamra,Fine Dining-Kuwaiti,Dinner,Grilled Prawns,Prawns with Kuwaiti spices,40,Luxury,Couples
Kuwait,Sharq,Al Qadisiya,Kuwaiti,"Breakfast, Lunch",Balaleet,Sweet vermicelli with egg,10,Low,Family-friendly
Kuwait,Sharq,Al Souk,Kuwaiti,Dinner,Tashreeb Dajaj,Chicken stew with bread,15,Average,Friends
Kuwait,Sharq,Mat’am Sharq,Kuwaiti,"Lunch, Dinner",Machboos Laham,Lamb with spiced rice,20,Average,Family-friendly
Kuwait,Sharq,Street Ful Cart,Street Food,Breakfast,Ful with Khubz,Fava beans with flatbread,5,Low,Solo
Kuwait,Shuwaikh,Al Bait,Kuwaiti,"Breakfast, Lunch",Harees,Wheat and meat porridge,12,Low,Family-friendly
Kuwait,Shuwaikh,Al Sharq,Kuwaiti,Dinner,Sayadiyah,Fish with caramelized onions,20,Average,Friends
Kuwait,Shuwaikh,Al Sultan,Kuwaiti,Dinner,Grilled Zubaidi,Pomfret with lemon and spices,30,Average,Couples
Kuwait,Shuwaikh,Mat’am Shuwaikh,Kuwaiti,"Lunch, Dinner",Murabyan,Shrimp with spiced rice,18,Average,Family-friendly
Kuwait,Shuwaikh,Street Bread Stall,Street Food,Breakfast,Rgaag,Thin bread with honey,4,Low,Solo
Lebanon,Baalbek,Al Ajami,Lebanese,"B,L,D",Fattoush,Fresh salad with crispy bread and sumac,15,Average,Family-friendly
Lebanon,Baalbek,Palmyra Restaurant,Lebanese,"L,D",Shish Taouk,Grilled chicken skewers with garlic,20,Average,Family-friendly
Lebanon,Batroun,Chez Maguy,Lebanese Street Food,L,Falafel Sandwich,Crispy falafel in pita with tahini,4,Low,Solo
Lebanon,Batroun,Colonel Beer,Lebanese,"L,D",Batata Harra,Spicy fried potatoes with garlic,12,Low,Friends
Lebanon,Beirut,Abdel Wahab,Lebanese,"Breakfast, Lunch, Dinner",Kibbeh Nayeh,Raw spiced lamb with bulgur,35,Medium,"Couples, Friends"
Lebanon,Beirut,Al Ajami,Lebanese,"Breakfast, Lunch, Dinner",Tabbouleh,Parsley and bulgur salad,25,Medium,Family-friendly
Lebanon,Beirut,Al Falamanki,Lebanese,"B,L,D",Fatteh,Yogurt with chickpeas and crispy bread,15,Average,Friends
Lebanon,Beirut,Al Falamanki,Lebanese,"Breakfast, Lunch, Dinner",Fattoush,Crispy pita salad with veggies,20,Medium,Family-friendly
Lebanon,Beirut,Al Soussi,Lebanese,"Breakfast, Lunch, Dinner",Foul Medames,Fava bean stew with olive oil,10,Low,"Solo, Friends"
Lebanon,Beirut,Al Sultan Brahim,Lebanese,"Breakfast, Lunch, Dinner",Fattet Hummus,Chickpeas with yogurt and pita,25,Medium,Family-friendly
Lebanon,Beirut,Bar Tartine,Lebanese,"Breakfast, Lunch, Dinner",Labneh,Strained yogurt with olive oil,15,Low,Family-friendly
Lebanon,Beirut,Bayt Em Nazih,Lebanese,"Breakfast, Lunch, Dinner",Balaleet,Sweet vermicelli with eggs,15,Low,Family-friendly
Lebanon,Beirut,Beit Kanz,Lebanese,"Breakfast, Lunch, Dinner",Tabbouleh,Parsley and bulgur salad,20,Medium,Family-friendly
Lebanon,Beirut,Burj Al Hamam,Lebanese,"Breakfast, Lunch, Dinner",Hummus Beiruti,Hummus with parsley and spices,30,Medium,Family-friendly
Lebanon,Beirut,Cafe Younes,Lebanese,"Breakfast, Lunch, Dinner",Karak Tea,Spiced tea with milk,10,Low,"Friends, Solo"
Lebanon,Beirut,Dany’s,Lebanese,"Breakfast, Lunch, Dinner",Baba Ghanoush,Roasted eggplant dip,15,Low,Family-friendly
Lebanon,Beirut,Dar Bistro,Lebanese,"Breakfast, Lunch, Dinner",Fattoush,Crispy pita salad with veggies,20,Medium,Family-friendly
Lebanon,Beirut,Em Sherif,Lebanese,D,Tabouleh,Fresh parsley salad with bulgur and lemon,50,Luxury,Couples
Lebanon,Beirut,Em Sherif,Lebanese,"Breakfast, Lunch, Dinner",Kibbeh Nayeh,Raw spiced lamb with bulgur,50,High,"Couples, Friends"
Lebanon,Beirut,Ferdinand,Lebanese,"Breakfast, Lunch, Dinner",Kibbeh,Fried bulgur and meat croquettes,25,Medium,Family-friendly
Lebanon,Beirut,Gemmayzeh Cafe,Lebanese,"Breakfast, Lunch, Dinner",Batata Harra,Spicy sautéed potatoes,15,Low,"Friends, Solo"
Lebanon,Beirut,Ichkhanian Bakery,Lebanese,"Breakfast, Lunch, Dinner",Lahm Bi Ajeen,Meat-topped flatbread,12,Low,"Solo, Friends"
Lebanon,Beirut,Julia’s,Lebanese,"Breakfast, Lunch, Dinner",Shish Taouk,Grilled chicken skewers,30,Medium,Family-friendly
Lebanon,Beirut,Ka3kaya,Lebanese,"Breakfast, Lunch, Dinner",Manakish Zaatar,Flatbread with thyme and olive oil,10,Low,"Friends, Solo"
Lebanon,Beirut,Kabseh & Beyond,Lebanese,"Breakfast, Lunch, Dinner",Machboos,Spiced rice with meat,25,Medium,Family-friendly
Lebanon,Beirut,Karam Beirut,Lebanese,"Breakfast, Lunch, Dinner",Batata Harra,Spicy sautéed potatoes,25,Medium,Family-friendly
Lebanon,Beirut,Le Chef,Lebanese,"L,D",Mujadara,Lentils and rice with caramelized onions,12,Low,Friends
Lebanon,Beirut,Le Chef,Lebanese,"Breakfast, Lunch, Dinner",Fasolia,White bean stew with meat,20,Medium,Family-friendly
Lebanon,Beirut,Liza,Lebanese,D,Mujadara Hamra,Red lentils with rice and onions,30,Average,Family-friendly
Lebanon,Beirut,Liza,Lebanese,"Breakfast, Lunch, Dinner",Kafta Meshwi,Grilled spiced meat skewers,40,High,"Couples, Friends"
Lebanon,Beirut,Lori’s,Lebanese,"Breakfast, Lunch, Dinner",Shish Barak,Meat dumplings in yogurt sauce,30,Medium,Family-friendly
Lebanon,Beirut,Makan,Lebanese,"B,L",Manakish,Flatbread with za’atar,8,Low,Solo
Lebanon,Beirut,Makan,Lebanese,"Breakfast, Lunch, Dinner",Manakish Zaatar,Flatbread with thyme and olive oil,10,Low,"Solo, Friends"
Lebanon,Beirut,Mayrig,Lebanese,"Breakfast, Lunch, Dinner",Manakish Zaatar,Flatbread with thyme and olive oil,15,Low,Family-friendly
Lebanon,Beirut,Onno,Lebanese,"Breakfast, Lunch, Dinner",Manti,Meat dumplings with yogurt,25,Medium,Family-friendly
Lebanon,Beirut,Souk El Tayeb Stall,Lebanese,"Breakfast, Lunch, Dinner",Samboosa,Meat-filled fried pastries,10,Low,"Solo, Friends"
Lebanon,Beirut,Tawlet,Lebanese,"L,D",Kibbeh Nayyeh,Raw minced lamb with bulgur and spices,30,Average,Friends
Lebanon,Beirut,Tawlet,Lebanese,"Breakfast, Lunch, Dinner",Mujadara,Lentils and rice with caramelized onions,20,Medium,Family-friendly
Lebanon,Byblos,Bab El Mina,Lebanese Seafood,"L,D",Grilled Sultan Ibrahim,Fresh mullet with lemon and herbs,25,Average,Couples
Lebanon,Byblos,Bab El Mina,Lebanese,"Breakfast, Lunch, Dinner",Hummus,Chickpea dip with tahini and lemon,15,Low,Family-friendly
Lebanon,Byblos,Babel Bahr,Lebanese,"Breakfast, Lunch, Dinner",Samkeh Harra,Spicy grilled fish,35,Medium,Family-friendly
Lebanon,Byblos,Byblos Beach Cafe,Lebanese,"Breakfast, Lunch, Dinner",Labneh,Strained yogurt with olive oil,12,Low,"Friends, Solo"
Lebanon,Byblos,Byblos Heritage Cafe,Lebanese,"Breakfast, Lunch, Dinner",Fattet Hummus,Chickpeas with yogurt and pita,15,Low,Family-friendly
Lebanon,Byblos,Byblos Local Kitchen,Lebanese,"Breakfast, Lunch, Dinner",Hummus Beiruti,Hummus with parsley and spices,12,Low,Family-friendly
Lebanon,Byblos,Byblos Souq Stall,Lebanese,"Breakfast, Lunch, Dinner",Shawarma,Marinated meat in pita,8,Low,"Solo, Friends"
Lebanon,Byblos,Byblos Sur Mer,Lebanese,"Breakfast, Lunch, Dinner",Batata Harra,Spicy sautéed potatoes,30,Medium,Family-friendly
Lebanon,Byblos,Byblos Traditional,Lebanese,"Breakfast, Lunch, Dinner",Saloona,Spicy vegetable and meat stew,20,Medium,Family-friendly
Lebanon,Byblos,Chez Maguy,Lebanese,"Breakfast, Lunch, Dinner",Machboos,Spiced rice with meat,30,Medium,Family-friendly
Lebanon,Byblos,Dar El Byblos,Lebanese,"Breakfast, Lunch, Dinner",Machboos,Spiced rice with meat,25,Medium,Family-friendly
Lebanon,Byblos,Edde Sands Cafe,Lebanese,"Breakfast, Lunch, Dinner",Kafta Meshwi,Grilled spiced meat skewers,30,Medium,"Couples, Friends"
Lebanon,Byblos,Feniqia,Lebanese Seafood,"L,D",Samke Harra,Spicy baked fish with tahini and nuts,35,Average,Couples
Lebanon,Byblos,Feniqia,Lebanese,"Breakfast, Lunch, Dinner",Labneh,Strained yogurt with olive oil,12,Low,Family-friendly
Lebanon,Byblos,Pepe’s Fishing Club,Lebanese,"Breakfast, Lunch, Dinner",Shish Taouk,Grilled chicken skewers,30,Medium,"Couples, Friends"
Lebanon,Faraya,Chez Stephan,Lebanese,"L,D",Shish Taouk,Grilled chicken skewers with garlic sauce,20,Average,Friends
Lebanon,Jezzine,Bkerzay,Lebanese,"L,D",Tabbouleh,Fresh parsley salad with bulgur,15,Average,Friends
Lebanon,Jounieh,Chez Sami,Lebanese,D,Samke Harra,Spicy baked fish with tahini,35,Average,Couples
Lebanon,Jounieh,Mounir,Lebanese,"B,L,D",Hummus Beiruti,Hummus with parsley and garlic,15,Average,Friends
Lebanon,Sidon,Abou Deeb,Lebanese Street Food,"B,L",Manakish,Flatbread with za’atar or cheese,4,Low,Solo
Lebanon,Sidon,Al Baba Sweets Cafe,Lebanese,"Breakfast, Lunch, Dinner",Baklava,Layered pastry with nuts and syrup,10,Low,"Friends, Solo"
Lebanon,Sidon,Al Sayyad,Lebanese,"Breakfast, Lunch, Dinner",Shish Taouk,Grilled chicken skewers,20,Medium,Family-friendly
Lebanon,Sidon,Al Zaytouna,Lebanese,"Breakfast, Lunch, Dinner",Tabbouleh,Parsley and bulgur salad,15,Low,Family-friendly
Lebanon,Sidon,Rest House Tyre,Lebanese Seafood,"L,D",Sayadiyah,Fish with spiced rice,25,Average,Family-friendly
Lebanon,Sidon,Sidon Beach Stall,Lebanese,"Breakfast, Lunch, Dinner",Samboosa,Meat-filled fried pastries,8,Low,"Solo, Friends"
Lebanon,Sidon,Sidon Coastal Eatery,Lebanese,"Breakfast, Lunch, Dinner",Luqaimat,Sweet dumplings with syrup,12,Low,Family-friendly
Lebanon,Sidon,Sidon Family Kitchen,Lebanese,"Breakfast, Lunch, Dinner",Harees,Wheat and meat porridge,15,Low,Family-friendly
Lebanon,Sidon,Sidon Fisherman’s Hut,Lebanese,"Breakfast, Lunch, Dinner",Samkeh Harra,Spicy grilled fish,20,Medium,Family-friendly
Lebanon,Sidon,Sidon Local Eatery,Lebanese,"Breakfast, Lunch, Dinner",Machboos,Spiced rice with meat,20,Medium,Family-friendly
Lebanon,Sidon,Sidon Market Stall,Lebanese,"Breakfast, Lunch, Dinner",Samboosa,Meat-filled fried pastries,8,Low,"Solo, Friends"
Lebanon,Sidon,Sidon Old Port Cafe,Lebanese,"Breakfast, Lunch, Dinner",Luqaimat,Sweet dumplings with syrup,10,Low,"Friends, Solo"
Lebanon,Sidon,Sidon Sea Castle Cafe,Lebanese,"Breakfast, Lunch, Dinner",Sambousek,Meat-filled fried pastries,12,Low,"Friends, Solo"
Lebanon,Sidon,Sidon Souq Cafe,Lebanese,"Breakfast, Lunch, Dinner",Luqaimat,Sweet dumplings with syrup,10,Low,"Friends, Solo"
Lebanon,Sidon,Sidon Traditional,Lebanese,"Breakfast, Lunch, Dinner",Margooga,Vegetable and meat stew,20,Medium,Family-friendly
Lebanon,Tripoli,Al Azem Palace Cafe,Lebanese,"Breakfast, Lunch, Dinner",Fattoush,Crispy pita salad with veggies,15,Low,Family-friendly
Lebanon,Tripoli,Al Hajj Ali,Lebanese,"Breakfast, Lunch, Dinner",Hummus,Chickpea dip with tahini and lemon,10,Low,"Solo, Friends"
Lebanon,Tripoli,Al Kadri,Lebanese,"Breakfast, Lunch, Dinner",Kafta Meshwi,Grilled spiced meat skewers,25,Medium,Family-friendly
Lebanon,Tripoli,Al Mina Seafood,Lebanese,"Breakfast, Lunch, Dinner",Samak Mashwi,Grilled fish with spices,25,Medium,Family-friendly
Lebanon,Tripoli,Al Qalaa Restaurant,Lebanese,"Breakfast, Lunch, Dinner",Fish Sayadiyeh,Fish with spiced rice,25,Medium,Family-friendly
Lebanon,Tripoli,Hallab 1881,Lebanese,"B,L,D",Knafeh,Sweet cheese pastry with syrup,10,Low,Family-friendly
Lebanon,Tripoli,Khan Al Saboun Eatery,Lebanese,"Breakfast, Lunch, Dinner",Kibbeh,Fried bulgur and meat croquettes,15,Low,Family-friendly
Lebanon,Tripoli,Street Stall - Mina,Lebanese Street Food,"B,L",Kaak,Sesame bread with za’atar,3,Low,Solo
Lebanon,Tripoli,Tripoli Beach Cafe,Lebanese,"Breakfast, Lunch, Dinner",Samkeh Harra,Spicy grilled fish,20,Medium,Family-friendly
Lebanon,Tripoli,Tripoli Coastal Grill,Lebanese,"Breakfast, Lunch, Dinner",Saloona,Spicy vegetable and meat stew,20,Medium,Family-friendly
Lebanon,Tripoli,Tripoli Fisherman’s,Lebanese,"Breakfast, Lunch, Dinner",Fish Sayadiyeh,Fish with spiced rice,25,Medium,Family-friendly
Lebanon,Tripoli,Tripoli Heritage Cafe,Lebanese,"Breakfast, Lunch, Dinner",Tabbouleh,Parsley and bulgur salad,12,Low,Family-friendly
Lebanon,Tripoli,Tripoli Old Town Eatery,Lebanese,"Breakfast, Lunch, Dinner",Baba Ghanoush,Roasted eggplant dip,15,Low,Family-friendly
Lebanon,Tripoli,Tripoli Souq Stall,Lebanese,"Breakfast, Lunch, Dinner",Shawarma,Marinated meat in pita,8,Low,"Solo, Friends"
Lebanon,Tripoli,Tripoli Traditional,Lebanese,"Breakfast, Lunch, Dinner",Harees,Wheat and meat porridge,15,Low,Family-friendly
Lebanon,Tyre,Al Fanar,Lebanese,"L,D",Fattoush,Salad with crispy bread and sumac,15,Average,Friends
Lebanon,Tyre,Al Fanar Tyre,Lebanese,"Breakfast, Lunch, Dinner",Harees,Wheat and meat porridge,20,Medium,Family-friendly
Lebanon,Tyre,Le Pêcheur,Lebanese Seafood,"L,D",Fried Mullet,Crispy fried fish with tahini sauce,18,Average,Couples
Lebanon,Tyre,Phoenician Restaurant,Lebanese,"Breakfast, Lunch, Dinner",Madrouba,Rice porridge with chicken,25,Medium,Family-friendly
Lebanon,Tyre,Tyre Beach Grill,Lebanese,"Breakfast, Lunch, Dinner",Samak Mashwi,Grilled fish with spices,25,Medium,Family-friendly
Lebanon,Tyre,Tyre Coastal Kitchen,Lebanese,"Breakfast, Lunch, Dinner",Thareed,Meat stew with flatbread,25,Medium,Family-friendly
Lebanon,Tyre,Tyre Fisherman’s Grill,Lebanese,"Breakfast, Lunch, Dinner",Fish Sayadiyeh,Fish with spiced rice,25,Medium,Family-friendly
Lebanon,Tyre,Tyre Heritage Kitchen,Lebanese,"Breakfast, Lunch, Dinner",Mujadara,Lentils and rice with caramelized onions,18,Low,Family-friendly
Lebanon,Tyre,Tyre Local Cafe,Lebanese,"Breakfast, Lunch, Dinner",Fattet Hummus,Chickpeas with yogurt and pita,15,Low,Family-friendly
Lebanon,Tyre,Tyre Market Eatery,Lebanese,"Breakfast, Lunch, Dinner",Kibbeh,Fried bulgur and meat croquettes,20,Medium,Family-friendly
Lebanon,Tyre,Tyre Old Town Eatery,Lebanese,"Breakfast, Lunch, Dinner",Kousa Mahshi,Stuffed zucchini with rice and meat,20,Medium,Family-friendly
Lebanon,Tyre,Tyre Seafront Eatery,Lebanese,"Breakfast, Lunch, Dinner",Thareed,Meat stew with flatbread,20,Medium,Family-friendly
Lebanon,Tyre,Tyre Souq Cafe,Lebanese,"Breakfast, Lunch, Dinner",Baklava,Layered pastry with nuts and syrup,12,Low,"Friends, Solo"
Lebanon,Tyre,Tyre Souq Stall,Lebanese,"Breakfast, Lunch, Dinner",Shawarma,Marinated meat in pita,8,Low,"Solo, Friends"
Lebanon,Tyre,Tyre Traditional,Lebanese,"Breakfast, Lunch, Dinner",Margooga,Vegetable and meat stew,20,Medium,Family-friendly
Lebanon,Zahle,Casino Mhanna,Lebanese,"L,D",Kafta Meshwi,Grilled minced meat skewers,20,Average,Family-friendly
Lebanon,Zahle,Massabki,Lebanese,"B,L,D",Kibbeh,Minced meat and bulgur patties,18,Average,Couples
Malta,Birgu,BeBirgu,Maltese,"Lunch, Dinner",Kusksu bil-Ful,Pasta and broad bean soup,15,Low,Friends
Malta,Birgu,Don Berto,Seafood,"Lunch, Dinner",Grilled Calamari,Fresh squid with olive oil,30,Average,Couples
Malta,Birgu,Pekara Birgu,Street Food,Breakfast,Pastizzi,Ricotta or pea-filled pastry,5,Low,Solo
Malta,Birgu,Sotto Pinsa Romana,Fusion-Maltese,Dinner,Ftira Ghawdxija,Gozo-style ftira with local toppings,20,Average,Family-friendly
Malta,Birgu,Tal-Petut,Maltese,Dinner,Stuffat tal-Fenek,Rich rabbit stew with potatoes,25,Average,Family-friendly
Malta,Birgu (Vittoriosa),Don Berto,Maltese,"L,D",Timpana,Baked pasta with meat sauce,15,Average,Family-friendly
Malta,Birgu (Vittoriosa),Street Stall - Waterfront,Maltese Street Food,"B,L",Qassatat,Savory pastry with spinach or meat,3,Low,Solo
Malta,Gozo,Mekren’s Bakery,Gozo-Maltese,B,Qubbajt,Nougat with almonds and honey,5,Low,Solo
Malta,Gozo,Ta’ Frenc,Gozo-Maltese,D,Rabbit Fenek,Slow-cooked rabbit with garlic,35,Average,Couples
Malta,Gozo,Ta’ Rikardu,Gozo-Maltese,"L,D",Gbejniet,Fresh goat cheese with bread and olives,15,Average,Friends
Malta,Gozo,Xerri il-Bukkett,Gozo-Maltese,"B,L",Gbejna Soup,Soup with fresh goat cheese,12,Low,Solo
Malta,Gozo (Victoria),Ic-Cima,Maltese,"Lunch, Dinner",Lampuki,Grilled dorado with vegetables,30,Average,Friends
Malta,Gozo (Victoria),Maldonado Bistro,Maltese,Dinner,Stuffat tal-Fenek,Rabbit stew with red wine,25,Average,Couples
Malta,Gozo (Victoria),Mekren’s Bakery,Street Food,Breakfast,Ftira Ghawdxija,Gozo ftira with potatoes and cheese,8,Low,Solo
Malta,Gozo (Victoria),Ta’ Frenc,Fine Dining-Maltese,Dinner,Timpana,Baked pasta pie with bolognese,50,Luxury,Couples
Malta,Gozo (Victoria),Ta’ Rikardu,Maltese,"Lunch, Dinner",Ġbejniet Friski,Fresh goat cheese with bread,15,Average,Family-friendly
Malta,Gozo (Xaghra),DVenue,Maltese,Dinner,Kusksu bil-Ful,Pasta and broad bean soup,15,Low,Friends
Malta,Gozo (Xaghra),Maxokk Bakery,Street Food,Breakfast,Ftira,Maltese bread with tuna,8,Low,Family-friendly
Malta,Gozo (Xaghra),Oleander,Maltese,"Lunch, Dinner",Fenek Moqli,Fried rabbit with garlic,25,Average,Family-friendly
Malta,Gozo (Xaghra),Pekara Xaghra,Street Food,Breakfast,Qassatat,Ricotta-filled pastry,6,Low,Solo
Malta,Gozo (Xaghra),Rubby’s,Maltese,"Lunch, Dinner",Aljotta,Fish soup with herbs,20,Average,Couples
Malta,Gzira,Ali Baba,Maltese,Dinner,Fenek biz-Zalza,Rabbit in tomato sauce,25,Average,Couples
Malta,Gzira,Busy Bee Café,Maltese,"Breakfast, Lunch",Qagħaq tal-Għasel,Honey rings,10,Low,Family-friendly
Malta,Gzira,Café Jubilee,Maltese,"Breakfast, Lunch",Pastizzi,Ricotta-filled flaky pastry,5,Low,Solo
Malta,Gzira,Sciacca Grill,Maltese,Dinner,Bragioli,Beef olives with mashed potatoes,30,Average,Couples
Malta,Gzira,The White Sheep,Maltese,"Lunch, Dinner",Ġbejniet,Peppered goat cheese with bread,15,Average,Friends
Malta,Marsaskala,Bongo Nyah,Maltese,Dinner,Bragioli,Beef rolls in red wine sauce,20,Average,Couples
Malta,Marsaskala,Grabiel,Maltese,Dinner,Stuffat tal-Qarnita,Octopus stew with tomatoes,25,Average,Friends
Malta,Marsaskala,La Favorita,Seafood,"Lunch, Dinner",Grilled Octopus,Tender octopus with olive oil,30,Average,Couples
Malta,Marsaskala,Pekara Marsaskala,Street Food,Breakfast,Pastizzi tal-Piżelli,Pea-filled pastry,5,Low,Solo
Malta,Marsaskala,Tal-Familja,Maltese,"Lunch, Dinner",Lampuki Pie,Dorado pie with flaky crust,25,Average,Family-friendly
Malta,Marsaxlokk,Fisherman’s Market Stall,Street Food,Lunch,Ħobż biż-Żejt,"Bread with olive oil, tuna, and capers",8,Low,Solo
