Country,From,To,Transport Mode,Provider,Schedule,Route Info,Duration in hours,Price Range in USD,Cost Details and Options,Additional Info
Tunisia,Tunis,El Jem,Bus,SRT,Several daily,Direct,2-3,5-15,"Standard: $5-$10, Deluxe: $15",Amphitheater destination
Tunisia,Tunis,El Kef,Train,SNCFT,Several daily,Direct,3-4,10-20,"Standard: $10-$15, First-class: $20",Northwest history
Tunisia,Tunis,Gabès,Train,SNCFT,Several daily,Direct,5-6,15-25,"Standard: $15-$20, First-class: $25",Southern coastal
Tunisia,Tunis,Gafsa,Train,SNCFT,Several daily,Direct,5-6,10-25,"Standard: $10-$15, First-class: $25",Interior route
Tunisia,Tunis,Ghardimaou,Bus,SRT,Daily,Via Jendouba,4-5,10-25,"Standard: $10-$15, Deluxe: $25",Algerian border
Tunisia,Tunis,Hammamet,Train,SNCFT,Multiple daily,Direct,1-1.5,5-12,"Standard: $5-$8, First-class: $12",Tourist-friendly route
Tunisia,Tunis,Hergla,Bus,SRT,Several daily,Direct,1-2,5-10,"Standard: $5-$8, Deluxe: $10",Coastal village
Tunisia,Tunis,Jendouba,Bus,SRT,Several daily,Direct,2-3,8-15,"Standard: $8-$12, Deluxe: $15",Northwest link
Tunisia,Tunis,Kairouan,Bus,SRT,Multiple daily,Direct,2-3,5-12,"Standard: $5-$8, Deluxe: $12",Holy city connection
Tunisia,Tunis,Kasserine,Bus,SRT,Daily,Direct,4-5,10-20,"Standard: $10-$15, Deluxe: $20",Mountainous region
Tunisia,Tunis,Kélibia,Bus,SRT,Several daily,Direct,2-3,8-15,"Standard: $8-$12, Deluxe: $15",Cap Bon peninsula
Tunisia,Tunis,Korba,Bus,SRT,Several daily,Direct,2-3,8-15,"Standard: $8-$12, Deluxe: $15",Cap Bon coast
Tunisia,Tunis,La Marsa,Metro,TRANSTU,Frequent,Direct,0.5-1,1-3,Standard fare,Coastal suburb link
Tunisia,Tunis,Le Kef,Bus,SRT,Daily,Direct,3-4,10-20,"Standard: $10-$15, Deluxe: $20",Historical site
Tunisia,Tunis,Mahdia,Bus,SRT,Several daily,Via Sousse,3-4,10-20,"Standard: $10-$15, Deluxe: $20",Coastal route
Tunisia,Tunis,Mahdia,Train,SNCFT,Multiple daily,Via Sousse,3-4,10-20,"Standard: $10-$15, First-class: $20",Scenic coastal route
Tunisia,Tunis,Matmata,Bus,SRT,Daily,Via Gabès,7-8,15-30,"Standard: $15-$20, Deluxe: $30",Troglodyte village
Tunisia,Tunis,Medenine,Bus,SRT,Daily,Direct,6-7,15-30,"Standard: $15-$20, Deluxe: $30",Southern route
Tunisia,Tunis,Menzel Bourguiba,Bus,SRT,Several daily,Direct,1-2,5-10,"Standard: $5-$8, Deluxe: $10",Northern lake
Tunisia,Tunis,Metline,Bus,SRT,Daily,Direct,2-3,8-15,"Standard: $8-$12, Deluxe: $15",Coastal north
Tunisia,Tunis,Nabeul,Bus,SRT,Multiple daily,Direct,1-2,5-10,"Standard: $5-$8, Deluxe: $10",Cap Bon region
Tunisia,Tunis,Port El Kantaoui,Bus,SRT,Several daily,Via Sousse,2-3,5-15,"Standard: $5-$10, Deluxe: $15",Tourist marina
Tunisia,Tunis,Ras Jebel,Bus,SRT,Several daily,Direct,1-2,5-10,"Standard: $5-$8, Deluxe: $10",Northern coast
Tunisia,Tunis,Sbeitla,Bus,SRT,Daily,Direct,4-5,10-25,"Standard: $10-$15, Deluxe: $25",Roman site
Tunisia,Tunis,Sfax,Train,SNCFT,Multiple daily,Direct,3-4,8-20,"Standard: $8-$15, First-class: $20",Coastal route
Tunisia,Tunis,Sidi Bou Said,Metro,TRANSTU,Frequent,Direct,0.5-1,1-3,Standard fare,Scenic suburb
Tunisia,Tunis,Sidi Bouzid,Bus,SRT,Several daily,Direct,3-4,8-18,"Standard: $8-$12, Deluxe: $18",Central Tunisia
Tunisia,Tunis,Siliana,Bus,SRT,Daily,Direct,2-3,8-15,"Standard: $8-$12, Deluxe: $15",Central north
Tunisia,Tunis,Sousse,Train,SNCFT,Multiple daily,Direct,1.5-2,5-15,"Standard: $5-$10, First-class: $15",Air-conditioned first-class available
Tunisia,Tunis,Tabarka,Bus,SRT,Daily,Via Bizerte,4-5,10-25,"Standard: $10-$15, Deluxe: $25",Coastal northwest
Tunisia,Tunis,Tamerza,Bus,SRT,Daily,Via Tozeur,8-9,20-35,"Standard: $20-$25, Deluxe: $35",Mountain oasis
Tunisia,Tunis,Testour,Bus,SRT,Daily,Direct,2-3,8-15,"Standard: $8-$12, Deluxe: $15",Northern village
Tunisia,Tunis,Tozeur,Flight,Tunisair Express,Few weekly,Direct,12-31,40-100,"Economy: $40-$70, Business: $100",Desert destination
Tunisia,Tunis,Zaghouan,Bus,SRT,Several daily,Direct,1-2,5-10,"Standard: $5-$8, Deluxe: $10",Mountain spring route
Turkey,Ankara,Adana,Bus,Metro Turizm,Several daily,Direct,6-7,20-50,"Standard: $20-$35, Premium: $50",Southern route
Turkey,Ankara,Alanya,Bus,Pamukkale Turizm,Several daily,Direct,8-9,25-55,"Standard: $25-$40, Premium: $55",Mediterranean route
Turkey,Ankara,Antalya,Bus,Pamukkale Turizm,Several daily,Direct,7-8,25-55,"Standard: $25-$40, Premium: $55",Southern link
Turkey,Ankara,Ayvalık,Bus,Kamil Koç,Several daily,Direct,9-10,25-55,"Standard: $25-$40, Premium: $55",North Aegean
Turkey,Ankara,Bodrum,Bus,Pamukkale Turizm,Several daily,Direct,10-11,30-60,"Standard: $30-$45, Premium: $60",Resort route
Turkey,Ankara,Bursa,Bus,Kamil Koç,Several daily,Direct,5-6,20-45,"Standard: $20-$35, Premium: $45",Marmara route
Turkey,Ankara,Çanakkale,Bus,Pamukkale Turizm,Several daily,Direct,9-10,25-55,"Standard: $25-$40, Premium: $55",Dardanelles route
Turkey,Ankara,Denizli,Bus,Kamil Koç,Several daily,Direct,7-8,25-55,"Standard: $25-$40, Premium: $55",Pamukkale route
Turkey,Ankara,Eskişehir,Train,TCDD Yüksek Hızlı Tren,Multiple daily,Direct,1-1.5,15-40,"Standard: $15-$25, Business: $40",Short high-speed
Turkey,Ankara,Fethiye,Bus,Pamukkale Turizm,Several daily,Direct,9-10,25-55,"Standard: $25-$40, Premium: $55",Turquoise Coast
Turkey,Ankara,Gaziantep,Bus,Metro Turizm,Several daily,Direct,8-9,25-55,"Standard: $25-$40, Premium: $55",Southeast route
Turkey,Ankara,Istanbul,Train,TCDD Yüksek Hızlı Tren,Multiple daily,Direct,4-4.5,30-70,"Standard: $30-$50, Business: $70",Reverse high-speed
Turkey,Ankara,Izmir,Bus,Kamil Koç,Several daily,Direct,8-9,25-55,"Standard: $25-$40, Premium: $55",Western journey
Turkey,Ankara,Kayseri,Bus,Pamukkale Turizm,Several daily,Direct,4-5,15-35,"Standard: $15-$25, Premium: $35",Cappadocia link
Turkey,Ankara,Konya,Train,TCDD Yüksek Hızlı Tren,Multiple daily,Direct,1.5-2,15-40,"Standard: $15-$25, Business: $40",Short high-speed
Turkey,Ankara,Marmaris,Bus,Pamukkale Turizm,Several daily,Direct,10-11,30-60,"Standard: $30-$45, Premium: $60",Aegean resort
Turkey,Ankara,Mersin,Bus,Pamukkale Turizm,Several daily,Direct,6-7,20-50,"Standard: $20-$35, Premium: $50",Mediterranean route
Turkey,Ankara,Muğla,Bus,Kamil Koç,Several daily,Direct,10-11,30-60,"Standard: $30-$45, Premium: $60",Aegean route
Turkey,Ankara,Samsun,Bus,Kamil Koç,Several daily,Direct,6-7,20-50,"Standard: $20-$35, Premium: $50",Black Sea route
Turkey,Ankara,Sivas,Train,TCDD Yüksek Hızlı Tren,Several daily,Direct,2-2.5,20-50,"Standard: $20-$35, Business: $50",Eastern high-speed
Turkey,Ankara,Trabzon,Flight,Turkish Airlines,Daily,Direct,12-31,40-100,"Economy: $40-$70, Business: $100",Black Sea hop
Turkey,Antalya,Fethiye,Bus,Pamukkale Turizm,Several daily,Direct,3-4,15-35,"Standard: $15-$25, Premium: $35",Turquoise Coast
Turkey,Antalya,Izmir,Bus,Kamil Koç,Several daily,Direct,6-7,20-50,"Standard: $20-$35, Premium: $50",Reverse coastal
Turkey,Istanbul,Adana,Flight,Turkish Airlines,Several daily,Direct,12-31,40-100,"Economy: $40-$70, Business: $100",Southern route
Turkey,Istanbul,Afyonkarahisar,Bus,Metro Turizm,Several daily,Direct,7-8,25-55,"Standard: $25-$40, Premium: $55",Central route
Turkey,Istanbul,Alanya,Bus,Metro Turizm,Several daily,Direct,14-15,40-80,"Standard: $40-$60, Premium: $80",Long southern
Turkey,Istanbul,Ankara,Flight,Pegasus Airlines,Multiple daily,Direct,1,30-80,"Economy: $30-$50, Priority: $80",Quick hop
Turkey,Istanbul,Ankara,Train,TCDD Yüksek Hızlı Tren,Multiple daily,Direct,4-4.5,30-70,"Standard: $30-$50, Business: $70",High-speed rail
Turkey,Istanbul,Antalya,Bus,Pamukkale Turizm,Several daily,Direct,12-14,35-70,"Standard: $35-$50, Premium: $70",Long southern
Turkey,Istanbul,Antalya,Flight,Pegasus Airlines,Multiple daily,Direct,1-1.5,30-80,"Economy: $30-$50, Priority: $80",Budget flight
Turkey,Istanbul,Aydın,Bus,Metro Turizm,Several daily,Direct,9-10,25-55,"Standard: $25-$40, Premium: $55",Aegean route
Turkey,Istanbul,Ayvalık,Bus,Pamukkale Turizm,Several daily,Direct,8-9,25-55,"Standard: $25-$40, Premium: $55",North Aegean
Turkey,Istanbul,Balıkesir,Bus,Kamil Koç,Several daily,Direct,6-7,20-50,"Standard: $20-$35, Premium: $50",Aegean inland
Turkey,Istanbul,Bandırma,Ferry,İDO,Several daily,Direct,2-2.5,20-50,"Standard: $20-$35, Premium: $50",Sea of Marmara
Turkey,Istanbul,Bodrum,Flight,Pegasus Airlines,Multiple daily,Direct,1-1.5,30-80,"Economy: $30-$50, Priority: $80",Resort hop
Turkey,Istanbul,Bursa,Bus,Kamil Koç,Multiple daily,Direct,3-4,15-35,"Standard: $15-$25, Premium: $35",Marmara region
Turkey,Istanbul,Bursa,Ferry,İDO,Multiple daily,Direct,2-2.5,20-50,"Standard: $20-$35, Premium: $50",Sea of Marmara
Turkey,Istanbul,Çanakkale,Bus,Metro Turizm,Several daily,Direct,5-6,20-45,"Standard: $20-$35, Premium: $45",Dardanelles route
Turkey,Istanbul,Denizli,Bus,Metro Turizm,Several daily,Direct,10-11,30-60,"Standard: $30-$45, Premium: $60",Pamukkale route
Turkey,Istanbul,Diyarbakır,Flight,Turkish Airlines,Several daily,Direct,1-1,50-120,"Economy: $50-$80, Business: $120",Southeast hop
Turkey,Istanbul,Edirne,Bus,Pamukkale Turizm,Several daily,Direct,3-4,15-35,"Standard: $15-$25, Premium: $35",Thrace region
Turkey,Istanbul,Elazığ,Flight,Pegasus Airlines,Daily,Direct,1-1,50-120,"Economy: $50-$80, Business: $120",Eastern hop
Turkey,Istanbul,Erzurum,Flight,Turkish Airlines,Daily,Direct,1-1,50-120,"Economy: $50-$80, Business: $120",Eastern hop
Turkey,Istanbul,Eskişehir,Bus,Metro Turizm,Multiple daily,Direct,4-5,20-45,"Standard: $20-$35, Premium: $45",Reverse short
Turkey,Istanbul,Eskişehir,Train,TCDD Yüksek Hızlı Tren,Multiple daily,Direct,2.5-3,20-50,"Standard: $20-$35, Business: $50",High-speed short
Turkey,Istanbul,Gaziantep,Flight,Pegasus Airlines,Several daily,Direct,12-31,30-80,"Economy: $30-$50, Priority: $80",Southeast hop
Turkey,Istanbul,Hatay,Flight,Pegasus Airlines,Several daily,Direct,12-31,30-80,"Economy: $30-$50, Priority: $80",Southeast hop
Turkey,Istanbul,Isparta,Bus,Kamil Koç,Several daily,Direct,10-11,30-60,"Standard: $30-$45, Premium: $60",Lakes region
Turkey,Istanbul,Izmir,Bus,Metro Turizm,Multiple daily,Direct,8-9,25-55,"Standard: $25-$40, Premium: $55",Long coastal
Turkey,Istanbul,Izmir,Flight,Turkish Airlines,Multiple daily,Direct,1-1.5,40-100,"Economy: $40-$70, Business: $100",Fast option
Turkey,Istanbul,Kars,Flight,Turkish Airlines,Daily,Direct,2,50-120,"Economy: $50-$80, Business: $120",Eastern hop
Turkey,Istanbul,Kayseri,Flight,Turkish Airlines,Several daily,Direct,12-31,40-100,"Economy: $40-$70, Business: $100",Cappadocia gateway
Turkey,Istanbul,Konya,Train,TCDD Yüksek Hızlı Tren,Several daily,Direct,4.5-5,30-70,"Standard: $30-$50, Business: $70",Central Anatolia
Turkey,Istanbul,Kütahya,Bus,Kamil Koç,Several daily,Direct,5-6,20-45,"Standard: $20-$35, Premium: $45",Central west
Turkey,Istanbul,Malatya,Flight,Turkish Airlines,Daily,Direct,12-31,40-100,"Economy: $40-$70, Business: $100",Eastern hop
Turkey,Istanbul,Mersin,Flight,Pegasus Airlines,Several daily,Direct,1.5,30-80,"Economy: $30-$50, Priority: $80",Mediterranean hop
Turkey,Istanbul,Muğla,Bus,Metro Turizm,Several daily,Direct,12-13,35-70,"Standard: $35-$50, Premium: $70",Aegean long
Turkey,Istanbul,Nevşehir,Flight,Pegasus Airlines,Several daily,Direct,12-31,30-80,"Economy: $30-$50, Priority: $80",Cappadocia hop
Turkey,Istanbul,Ordu,Flight,Turkish Airlines,Daily,Direct,1.5,40-100,"Economy: $40-$70, Business: $100",Black Sea hop
Turkey,Istanbul,Rize,Flight,Pegasus Airlines,Daily,Direct,12-31,30-80,"Economy: $30-$50, Priority: $80",Black Sea hop
Turkey,Istanbul,Samsun,Flight,Turkish Airlines,Several daily,Direct,12-31,40-100,"Economy: $40-$70, Business: $100",Black Sea route
Turkey,Istanbul,Şanlıurfa,Flight,Turkish Airlines,Daily,Direct,2,50-120,"Economy: $50-$80, Business: $120",Southeast hop
Turkey,Istanbul,Sinop,Flight,Turkish Airlines,Daily,Direct,12-31,40-100,"Economy: $40-$70, Business: $100",Black Sea hop
Turkey,Istanbul,Sivas,Bus,Metro Turizm,Several daily,Direct,12-14,35-70,"Standard: $35-$50, Premium: $70",Eastern long
Turkey,Istanbul,Tokat,Bus,Metro Turizm,Several daily,Direct,12-13,35-70,"Standard: $35-$50, Premium: $70",Central east
Turkey,Istanbul,Trabzon,Flight,Pegasus Airlines,Several daily,Direct,1.5,30-80,"Economy: $30-$50, Priority: $80",Black Sea hop
Turkey,Istanbul,Uşak,Bus,Kamil Koç,Several daily,Direct,8-9,25-55,"Standard: $25-$40, Premium: $55",Aegean inland
Turkey,Istanbul,Van,Flight,Turkish Airlines,Daily,Direct,1-1,50-120,"Economy: $50-$80, Business: $120",Far east hop
Turkey,Istanbul,Zonguldak,Bus,Metro Turizm,Several daily,Direct,6-7,20-50,"Standard: $20-$35, Premium: $50",Black Sea route
Turkey,Izmir,Adana,Flight,Pegasus Airlines,Several daily,Direct,12-31,30-80,"Economy: $30-$50, Priority: $80",Southern hop
Turkey,Izmir,Ankara,Bus,Pamukkale Turizm,Several daily,Direct,8-9,25-55,"Standard: $25-$40, Premium: $55",Reverse western
Turkey,Izmir,Antalya,Bus,Metro Turizm,Several daily,Direct,6-7,20-50,"Standard: $20-$35, Premium: $50",Coastal route
Turkey,Izmir,Bodrum,Bus,Kamil Koç,Multiple daily,Direct,3-4,15-35,"Standard: $15-$25, Premium: $35",Aegean coast
Turkey,Izmir,Bursa,Bus,Metro Turizm,Several daily,Direct,5-6,20-45,"Standard: $20-$35, Premium: $45",Marmara link
Turkey,Izmir,Çeşme,Bus,Kamil Koç,Multiple daily,Direct,1-1.5,10-25,"Standard: $10-$15, Premium: $25",Aegean short
Turkey,Izmir,Denizli,Bus,Pamukkale Turizm,Several daily,Direct,3-4,15-35,"Standard: $15-$25, Premium: $35",Pamukkale link
Turkey,Izmir,Eskişehir,Bus,Metro Turizm,Several daily,Direct,6-7,20-50,"Standard: $20-$35, Premium: $50",Central link
Turkey,Izmir,Fethiye,Bus,Pamukkale Turizm,Several daily,Direct,4-5,20-45,"Standard: $20-$35, Premium: $45",Turquoise Coast
Turkey,Izmir,Gaziantep,Flight,Pegasus Airlines,Daily,Direct,12-31,30-80,"Economy: $30-$50, Priority: $80",Southeast hop
Turkey,Izmir,Istanbul,Flight,Turkish Airlines,Multiple daily,Direct,1-1.5,40-100,"Economy: $40-$70, Business: $100",Reverse flight
Turkey,Izmir,Kayseri,Flight,Pegasus Airlines,Daily,Direct,1.5,30-80,"Economy: $30-$50, Priority: $80",Cappadocia hop
Turkey,Izmir,Konya,Bus,Pamukkale Turizm,Several daily,Direct,7-8,25-55,"Standard: $25-$40, Premium: $55",Central Anatolia
Turkey,Izmir,Kuşadası,Bus,Kamil Koç,Multiple daily,Direct,1-1.5,10-25,"Standard: $10-$15, Premium: $25",Short coastal
Turkey,Izmir,Marmaris,Bus,Kamil Koç,Several daily,Direct,4-5,20-45,"Standard: $20-$35, Premium: $45",Aegean resort
Turkey,Izmir,Nevşehir,Flight,Turkish Airlines,Daily,Direct,12-31,40-100,"Economy: $40-$70, Business: $100",Cappadocia hop
Turkey,Izmir,Samsun,Flight,Turkish Airlines,Daily,Direct,1-1,50-120,"Economy: $50-$80, Business: $120",Black Sea hop
Turkey,Izmir,Sivas,Bus,Kamil Koç,Daily,Direct,12-14,35-70,"Standard: $35-$50, Premium: $70",Eastern long
Turkey,Izmir,Trabzon,Flight,Turkish Airlines,Daily,Direct,1-1,50-120,"Economy: $50-$80, Business: $120",Black Sea hop
UAE,Abu Dhabi,Ajman,Bus,AD Mobility,Daily,Via Dubai,2.5-3,8-15,"Standard: $8-$12, Premium: $15",Northern urban
UAE,Abu Dhabi,Ajman,Flight,Etihad Airways,Daily,Direct,12-30,50-120,"Economy: $50-$80, Business: $120",Northern urban
UAE,Abu Dhabi,Al Ain,Bus,AD Mobility,Multiple daily,Direct,2-2.5,5-12,"Standard: $5-$8, Premium: $12",Eastern route
UAE,Abu Dhabi,Al Ain,Bus,AD Mobility,Multiple daily,Direct,2-2.5,5-12,"Standard: $5-$8, Premium: $12",Frequent service
UAE,Abu Dhabi,Al Ain,Flight,Etihad Airways,Daily,Direct,12-30,50-120,"Economy: $50-$80, Business: $120",Limited service
UAE,Abu Dhabi,Al Ain,Flight,Etihad Airways,Daily,Direct,0.5,50-120,"Economy: $50-$80, Business: $120",Eastern hop
UAE,Abu Dhabi,Dubai,Bus,RTA Intercity,Multiple daily,Direct,1.5-2,5-15,"Standard: $5-$10, Premium: $15",Frequent service
UAE,Abu Dhabi,Fujairah,Bus,AD Mobility,Daily,Via Dubai,4-5,15-25,"Standard: $15-$20, Premium: $25",East coast link
UAE,Abu Dhabi,Fujairah,Bus,AD Mobility,Daily,Via Dubai,4-5,15-25,"Standard: $15-$20, Premium: $25",East coast route
UAE,Abu Dhabi,Fujairah,Flight,Etihad Airways,Daily,Direct,12-30,50-120,"Economy: $50-$80, Business: $120",East coast link
UAE,Abu Dhabi,Ras Al Khaimah,Bus,AD Mobility,Several daily,Via Dubai,3-4,10-20,"Standard: $10-$15, Premium: $20",Northern emirate
UAE,Abu Dhabi,Ras Al Khaimah,Bus,AD Mobility,Several daily,Via Dubai,3-4,10-20,"Standard: $10-$15, Premium: $20",Northern route
UAE,Abu Dhabi,Ras Al Khaimah,Flight,Etihad Airways,Daily,Direct,0.5,50-120,"Economy: $50-$80, Business: $120",Northern hop
UAE,Abu Dhabi,Sharjah,Bus,AD Mobility,Multiple daily,Via Dubai,2-3,8-15,"Standard: $8-$12, Premium: $15",Urban corridor
UAE,Abu Dhabi,Sharjah,Bus,AD Mobility,Multiple daily,Via Dubai,2-3,8-15,"Standard: $8-$12, Premium: $15",Reverse urban
UAE,Abu Dhabi,Sharjah,Flight,Etihad Airways,Daily,Direct,12-30,50-120,"Economy: $50-$80, Business: $120",Urban hop
UAE,Abu Dhabi,Umm Al Quwain,Bus,AD Mobility,Daily,Via Dubai,3-4,10-20,"Standard: $10-$15, Premium: $20",Northern route
UAE,Abu Dhabi,Umm Al Quwain,Bus,AD Mobility,Daily,Via Dubai,3-4,10-20,"Standard: $10-$15, Premium: $20",Northern link
UAE,Abu Dhabi,Umm Al Quwain,Flight,Etihad Airways,Daily,Direct,12-30,50-120,"Economy: $50-$80, Business: $120",Northern link
UAE,Al Ain,Abu Dhabi,Bus,AD Mobility,Multiple daily,Direct,2-2.5,5-12,"Standard: $5-$8, Premium: $12",Reverse eastern
UAE,Al Ain,Dubai,Bus,RTA Intercity,Several daily,Direct,2-3,8-15,"Standard: $8-$12, Premium: $15",Reverse route
UAE,Al Ain,Fujairah,Bus,RTA Intercity,Daily,Direct,2-3,8-15,"Standard: $8-$12, Premium: $15",Eastern connection
UAE,Al Ain,Fujairah,Flight,Flydubai,Daily,Direct,0.5,40-100,"Economy: $40-$70, Business: $100",East coast link
UAE,Al Ain,Ras Al Khaimah,Bus,RTA Intercity,Daily,Via Dubai,4-5,15-25,"Standard: $15-$20, Premium: $25",Northern loop
UAE,Al Ain,Ras Al Khaimah,Flight,Flydubai,Daily,Direct,12-30,40-100,"Economy: $40-$70, Business: $100",Northern hop
UAE,Al Ain,Sharjah,Bus,RTA Intercity,Several daily,Via Dubai,3-4,10-20,"Standard: $10-$15, Premium: $20",Reverse route
UAE,Al Ain,Sharjah,Flight,Flydubai,Daily,Direct,12-30,40-100,"Economy: $40-$70, Business: $100",Reverse urban
UAE,Dubai,Abu Dhabi,Bus,RTA Intercity,Multiple daily,Direct,1.5-2,5-15,"Standard: $5-$10, Premium: $15",Wi-Fi on premium buses
UAE,Dubai,Abu Dhabi,Flight,Flydubai,Daily,Direct,0.5,40-100,"Economy: $40-$70, Business: $100",Short hop option
UAE,Dubai,Ajman,Bus,RTA,Multiple daily,Direct,0.5-1,3-8,"Standard: $3-$5, Premium: $8",Short trip
UAE,Dubai,Ajman,Bus,RTA,Multiple daily,Direct,0.5-1,3-8,"Standard: $3-$5, Premium: $8",Urban corridor
UAE,Dubai,Ajman,Flight,Flydubai,Daily,Direct,12-30,40-100,"Economy: $40-$70, Business: $100",Short hop
UAE,Dubai,Al Ain,Bus,RTA Intercity,Several daily,Direct,2-3,8-15,"Standard: $8-$12, Premium: $15",Desert highway
UAE,Dubai,Al Ain,Bus,RTA Intercity,Several daily,Direct,2-3,8-15,"Standard: $8-$12, Premium: $15",Reverse eastern
UAE,Dubai,Al Ain,Flight,Flydubai,Daily,Direct,0.5,40-100,"Economy: $40-$70, Business: $100",Eastern hop
UAE,Dubai,Fujairah,Bus,RTA Intercity,Several daily,Direct,2-2.5,8-15,"Standard: $8-$12, Premium: $15",East coast
UAE,Dubai,Fujairah,Bus,RTA Intercity,Several daily,Direct,2-2.5,8-15,"Standard: $8-$12, Premium: $15",Hajar Mountains
UAE,Dubai,Fujairah,Flight,Flydubai,Daily,Direct,0.5,40-100,"Economy: $40-$70, Business: $100",East coast hop
UAE,Dubai,Ras Al Khaimah,Bus,RTA Intercity,Several daily,Direct,1.5-2,5-12,"Standard: $5-$8, Premium: $12",Northern route
UAE,Dubai,Ras Al Khaimah,Bus,RTA Intercity,Several daily,Direct,1.5-2,5-12,"Standard: $5-$8, Premium: $12",Northern emirate
UAE,Dubai,Ras Al Khaimah,Flight,Flydubai,Daily,Direct,0.5,40-100,"Economy: $40-$70, Business: $100",Northern hop
UAE,Dubai,Sharjah,Bus,RTA,Multiple daily,Direct,0.5-1,3-8,"Standard: $3-$5, Premium: $8",Short urban link
UAE,Dubai,Sharjah,Bus,RTA,Multiple daily,Direct,0.5-1,3-8,"Standard: $3-$5, Premium: $8",Reverse urban
UAE,Dubai,Sharjah,Metro,RTA,Multiple daily,Direct,0.5,2-5,"Standard: $2-$3, Gold: $5",Dubai Metro extension
UAE,Dubai,Umm Al Quwain,Bus,RTA Intercity,Several daily,Direct,1-1.5,5-10,"Standard: $5-$8, Premium: $10",Northern emirate
UAE,Dubai,Umm Al Quwain,Bus,RTA Intercity,Several daily,Direct,1-1.5,5-10,"Standard: $5-$8, Premium: $10",Northern short trip
UAE,Dubai,Umm Al Quwain,Flight,Flydubai,Daily,Direct,12-30,40-100,"Economy: $40-$70, Business: $100",Northern link
UAE,Sharjah,Ajman,Bus,RTA,Multiple daily,Direct,0.5,2-5,"Standard: $2-$3, Premium: $5",Neighboring emirates
UAE,Sharjah,Ajman,Bus,RTA,Multiple daily,Direct,0.5,2-5,"Standard: $2-$3, Premium: $5",Adjacent emirates
UAE,Sharjah,Ajman,Flight,Air Arabia,Daily,Direct,12-30,30-80,"Economy: $30-$50, Business: $80",Short hop
UAE,Sharjah,Al Ain,Bus,RTA Intercity,Several daily,Via Dubai,3-4,10-20,"Standard: $10-$15, Premium: $20",Eastern connection
UAE,Sharjah,Dubai,Bus,RTA,Multiple daily,Direct,0.5-1,3-8,"Standard: $3-$5, Premium: $8",Commuter route
UAE,Sharjah,Fujairah,Bus,RTA Intercity,Several daily,Direct,2-3,8-15,"Standard: $8-$12, Premium: $15",East coast route
UAE,Sharjah,Fujairah,Flight,Air Arabia,Daily,Direct,0.5,30-80,"Economy: $30-$50, Business: $80",East coast hop
UAE,Sharjah,Ras Al Khaimah,Bus,RTA Intercity,Several daily,Direct,1-2,5-12,"Standard: $5-$8, Premium: $12",Northern link
UAE,Sharjah,Ras Al Khaimah,Flight,Air Arabia,Daily,Direct,0.5,30-80,"Economy: $30-$50, Business: $80",Northern hop
UAE,Sharjah,Umm Al Quwain,Bus,RTA Intercity,Several daily,Direct,0.5-1,3-8,"Standard: $3-$5, Premium: $8",Short northern
UAE,Sharjah,Umm Al Quwain,Flight,Air Arabia,Daily,Direct,12-30,30-80,"Economy: $30-$50, Business: $80",Northern hop
